Suburb,Address,Rooms,Type,Price,Distance,Bedroom,CouncilArea,Lattitude,Longtitude
SANDRINGHAM,31 Tennyson St,3,h,1918000,15.2,3,Bayside City Council,-37.95405,145.00852
SPRINGVALE,59 Victoria Ct,3,h,930000,20.8,3,Greater Dandenong City Council,-37.95512,145.14612
WHEELERS HILL,13 Adam Av,4,h,1235000,16.7,4,Monash City Council,-37.9045,145.19286
KEYSBOROUGH,3 Cobain St,3,h,771000,25.2,3,Greater Dandenong City Council,-37.98916,145.17233
NARRE WARREN,32 Heatherlea Cr,4,h,675000,34.1,4,Casey City Council,-38.01302,145.30476
NOBLE PARK,5 Blaby St,3,h,627500,22.7,3,Greater Dandenong City Council,-37.969,145.18226
SPRINGVALE SOUTH,30 Waddington Cr,3,h,780500,22.2,3,Greater Dandenong City Council,-37.97751,145.14813
BERWICK,13 Vista Ct,4,h,815000,35.2,4,Casey City Council,-38.0268,145.335
CHELSEA HEIGHTS,7 Perovic Pl,2,u,580000,27,2,Kingston City Council,-38.0436,145.1305
CHELTENHAM,11b Jean St,3,t,1011000,17.9,3,Bayside City Council,-37.9615,145.0516
CLAYTON SOUTH,533 Clayton Rd,3,h,1000000,17.5,3,Kingston City Council,-37.9395,145.1168
CLAYTON SOUTH,3 Hayden Rd,3,h,750000,17.5,3,Kingston City Council,-37.9581,145.1341
DOVETON,2 Claret St,3,h,614000,28.8,3,Casey City Council,-37.9941,145.2329
ENDEAVOUR HILLS,6 Patterson Ct,3,h,676500,28.5,3,Casey City Council,-37.9851,145.2649
FRANKSTON,115 Heatherhill Rd,5,h,655888,38,5,Frankston City Council,-38.1605,145.1487
LANGWARRIN,4 Sasha Ct,4,h,635000,41,4,Frankston City Council,-38.1584,145.2064
MORDIALLOC,3 Anita Ct,3,h,850000,21.5,3,Kingston City Council,-37.9887,145.0964
MOUNT WAVERLEY,27 Pascall St,3,h,1460000,14.2,3,Monash City Council,-37.8612,145.1417
MOUNT WAVERLEY,14 Wingate Av,1,h,1820000,14.2,1,Monash City Council,-37.8809,145.1436
WATERWAYS,4 Coorong Cir,4,h,1266000,21.5,4,Kingston City Council,-38.0124,145.1285
ASHWOOD,44 Cleveland Rd,4,h,1425000,10.2,4,Monash City Council,-37.8715,145.105
ASPENDALE GARDENS,17 Pacific Dr,4,h,1232000,21.5,4,Kingston City Council,-38.0195,145.124
ASPENDALE GARDENS,7 Templeman Ct,4,h,915000,21.5,4,Kingston City Council,-38.0204,145.1192
BEAUMARIS,4 Clonmore St,4,h,1957500,17.3,4,Bayside City Council,-37.9792,145.035
BEAUMARIS,11 Douglas St,3,h,1720000,17.3,3,Bayside City Council,-37.9817,145.0473
BEAUMARIS,27 Florida Av,6,h,2700000,17.3,6,Bayside City Council,-37.9874,145.0315
BEAUMARIS,28 Rossmith Av,6,h,1776000,17.3,6,Bayside City Council,-37.9785,145.0518
BERWICK,1 Newsom Ct,4,h,730000,35.2,4,Casey City Council,-38.0223,145.3387
BERWICK,29 Palmerston St,3,h,935000,35.2,3,Casey City Council,-38.0325,145.3571
BONBEACH,19 Brixton St,4,h,1120000,27,4,Kingston City Council,-38.0644,145.1243
BRIGHTON,26 Brickwood St,5,h,4400000,10.5,5,Bayside City Council,-37.8936,144.9982
BRIGHTON,5 Huntley St,2,h,1350000,10.5,2,Bayside City Council,-37.8862,144.9974
BRIGHTON,13 Whyte St,3,h,2230000,10.5,3,Bayside City Council,-37.9244,144.9989
BRIGHTON EAST,33 Centre Rd,3,h,1750000,10.3,3,Bayside City Council,-37.9149,145.0108
BRIGHTON EAST,43 Grant St,4,h,2003000,10.3,4,Bayside City Council,-37.9135,145.0109
BRIGHTON EAST,9A Hemming St,2,t,860000,10.3,2,Bayside City Council,-37.9315,145.0314
BRIGHTON EAST,295 South Rd,5,h,1950000,10.3,5,Bayside City Council,-37.9309,145.0194
CARRUM,37 Westley St,3,h,712500,31.2,3,Kingston City Council,-38.0723,145.1319
CHELSEA,19 Jacksons Rd,2,u,520000,27,2,Kingston City Council,-38.0439,145.1248
CHELSEA,13 The Strand,2,h,1080000,27,2,Kingston City Council,-38.0527,145.1143
CHELSEA HEIGHTS,18 Second Av,4,h,872500,27,4,Kingston City Council,-38.0447,145.1327
CHELTENHAM,7 Craig Ct,4,h,900000,17.9,4,Bayside City Council,-37.9667,145.0796
CLARINDA,28 Bushland Av,3,h,862000,17.5,3,Kingston City Council,-37.9431,145.111
CRANBOURNE,9 Ardmore St,3,h,521000,34.7,3,Casey City Council,-38.0958,145.2799
CRANBOURNE,31 Waterbury St,4,h,663000,34.7,4,Casey City Council,-38.0842,145.2887
DANDENONG,52 Willum Wy,4,h,760000,24.7,4,Greater Dandenong City Council,-37.9984,145.1962
DANDENONG NORTH,10 Robyn Ct,3,h,792000,24.7,3,Greater Dandenong City Council,-37.9466,145.2109
DINGLEY VILLAGE,14 Balcombe Pl,3,h,880000,22.2,3,Kingston City Council,-37.986,145.1213
DINGLEY VILLAGE,1 Ely Ct,4,h,890000,22.2,4,Kingston City Council,-37.9811,145.1266
ENDEAVOUR HILLS,71 Georgette Cr,5,h,880000,28.5,5,Casey City Council,-37.9727,145.2679
FRANKSTON,7 Hill St,3,h,515000,38,3,Frankston City Council,-38.1509,145.1396
FRANKSTON,3 Wandella Rd,3,h,650000,38,3,Frankston City Council,-38.1576,145.1431
GLEN WAVERLEY,13 Avendon Bvd,5,h,1950000,16.7,5,Monash City Council,-37.8785,145.1529
GLEN WAVERLEY,4 Elmwood Cr,3,h,1100000,16.7,3,Monash City Council,-37.8963,145.1559
GLEN WAVERLEY,14 Owens Av,3,h,1335000,16.7,3,Monash City Council,-37.8904,145.1597
GLEN WAVERLEY,829 Waverley Rd,4,h,1100000,16.7,4,Monash City Council,-37.8906,145.182
HAMPTON,104 Linacre Rd,5,h,2200000,13.8,5,Bayside City Council,-37.9437,145.0141
HAMPTON EAST,18 Apex Av,4,h,1615000,13.8,4,Bayside City Council,-37.9381,145.0262
HAMPTON EAST,9 Evans Av,4,h,1467000,13.8,4,Bayside City Council,-37.9433,145.0377
HAMPTON EAST,48 Wickham Rd,3,h,1246000,13.8,3,Bayside City Council,-37.9436,145.0284
HIGHETT,9a Edsall St,3,u,980000,16,3,Bayside City Council,-37.956,145.0542
HUGHESDALE,29 Dalston Rd,3,h,1407000,12.3,3,Monash City Council,-37.8997,145.0812
KEYSBOROUGH,44 Beddington St,4,h,920000,25.2,4,Greater Dandenong City Council,-38.0076,145.1722
KEYSBOROUGH,13 Daylily Dr,4,h,885000,25.2,4,Greater Dandenong City Council,-38.0029,145.1645
KEYSBOROUGH,24 Liverpool Dr,3,h,751000,25.2,3,Greater Dandenong City Council,-37.9873,145.1552
KEYSBOROUGH,3 Lugarno Ct,3,h,792000,25.2,3,Greater Dandenong City Council,-37.9831,145.1666
KEYSBOROUGH,16 Maxfield Rd,4,h,1051500,25.2,4,Greater Dandenong City Council,-38.0092,145.1696
MENTONE,8 Chicquita Cct,3,t,825000,20,3,Kingston City Council,-37.9791,145.0758
MENTONE,10 Logan Ct,5,h,1180000,20,5,Kingston City Council,-37.9781,145.0766
MOORABBIN,20 Barilla Rd,3,h,1261000,14.3,3,Kingston City Council,-37.9412,145.0439
MOORABBIN,24 Hillston Rd,4,h,1300000,14.3,4,Kingston City Council,-37.9422,145.0443
MOUNT WAVERLEY,13 Malcolm Ct,3,h,1400000,14.2,3,Monash City Council,-37.8763,145.1122
MOUNT WAVERLEY,3 Nigretta Ct,4,h,1510000,14.2,4,Monash City Council,-37.8743,145.1395
MOUNT WAVERLEY,468 Waverley Rd,5,h,1300000,14.2,5,Monash City Council,-37.8861,145.1379
MULGRAVE,60 Bertrand Av,3,h,896000,18.8,3,Monash City Council,-37.9343,145.1854
MULGRAVE,8 Blanford Ct,4,h,1004000,18.8,4,Monash City Council,-37.924,145.1915
MULGRAVE,10 Derby Pl,4,h,1375000,18.8,4,Monash City Council,-37.9257,145.1943
NOBLE PARK,10 Rex Ct,3,h,753000,22.7,3,Greater Dandenong City Council,-37.9761,145.1743
OAKLEIGH EAST,15 Daly St,3,h,997000,12.3,3,Monash City Council,-37.9011,145.112
OAKLEIGH SOUTH,14 Silvan St,3,h,915000,15.5,3,Kingston City Council,-37.9377,145.087
OAKLEIGH SOUTH,17 Vernal Rd,4,h,1175000,15.5,4,Kingston City Council,-37.9279,145.0849
OAKLEIGH SOUTH,14 Voumard St,2,h,1070000,15.5,2,Kingston City Council,-37.914,145.0948
PARKDALE,3/3 Rennison St,1,u,460000,21.5,1,Kingston City Council,-38.0019,145.0788
SANDRINGHAM,20 Balmoral Av,4,h,1650000,15.2,4,Bayside City Council,-37.9588,145.0282
SANDRINGHAM,10 Victory St,4,h,1750000,15.2,4,Bayside City Council,-37.9503,145.0111
SEAFORD,3 Wunalla Rd,4,h,912000,35.4,4,Frankston City Council,-38.089,145.1302
SPRINGVALE,15 Furnew St,3,h,815000,20.8,3,Greater Dandenong City Council,-37.9428,145.1569
SPRINGVALE,56 Stephenson St,2,h,740000,20.8,2,Greater Dandenong City Council,-37.941,145.1462
WATERWAYS,5 Ashberg Dr,3,h,651000,21.5,3,Kingston City Council,-38.0116,145.1367
WHEELERS HILL,6 Cootamundra Dr,3,h,1078500,16.7,3,Monash City Council,-37.9058,145.1711
WHEELERS HILL,23 Hibiscus Dr,4,h,1014000,16.7,4,Monash City Council,-37.9077,145.1725
WHEELERS HILL,2 Locum Ct,4,h,975000,16.7,4,Monash City Council,-37.9203,145.1801
WHEELERS HILL,982 Waverley Rd,4,h,1150000,16.7,4,Monash City Council,-37.8919,145.1899
BEAUMARIS,12A Cromer Rd,4,t,1500000,17.3,4,Bayside City Council,-37.9882,145.0446
BEAUMARIS,12B Cromer Rd,2,t,925000,17.3,2,Bayside City Council,-37.9881,145.0446
BEAUMARIS,5 Gareth Av,3,t,1817500,17.3,3,Bayside City Council,-37.985,145.0318
BEAUMARIS,9 Monaco Cr,5,h,1950000,17.3,5,Bayside City Council,-37.9736,145.0455
BEAUMARIS,10A Reserve Rd,4,h,2225000,17.3,4,Bayside City Council,-37.992,145.032
BERWICK,12 Redmore Ct,3,h,560000,35.2,3,Casey City Council,-38.0601,145.363
BLACK ROCK,3/3 Ardoyne St,2,h,790000,17.3,2,Bayside City Council,-37.9711,145.018
BOTANIC RIDGE,15 Bellis Cct,4,h,750000,34.7,4,Casey City Council,-38.1452,145.2512
BRIGHTON,10 Lindsay St,5,h,3300000,10.5,5,Bayside City Council,-37.9133,144.9971
BRIGHTON,15 Newbay Cr,5,h,5150000,10.5,5,Bayside City Council,-37.9059,144.992
BRIGHTON EAST,4 Baird St,4,t,2530000,10.3,4,Bayside City Council,-37.9294,145.0114
BRIGHTON EAST,15 Bayview Rd,3,t,950000,10.3,3,Bayside City Council,-37.9067,145.0247
BRIGHTON EAST,26 Billson St,4,h,2800000,10.3,4,Bayside City Council,-37.9178,145.0139
BRIGHTON EAST,4a Burwah Av,3,t,2100000,10.3,3,Bayside City Council,-37.9219,145.0203
BRIGHTON EAST,2 Curley St,6,h,3210000,10.3,6,Bayside City Council,-37.9191,145.0167
BRIGHTON EAST,78 Glencairn Av,4,h,3320000,10.3,4,Bayside City Council,-37.9248,145.0199
BRIGHTON EAST,23 Rogers Av,2,h,1330000,10.3,2,Bayside City Council,-37.9114,145.02
BRIGHTON EAST,9 Violet Cr,6,h,2370000,10.3,6,Bayside City Council,-37.9145,145.0148
BURWOOD,1 Judith St,3,h,1200000,10.4,3,Monash City Council,-37.8511,145.108
BURWOOD,2 Webb St,3,h,1300000,10.4,3,Monash City Council,-37.8564,145.1058
CARRUM,18 Church Rd,4,h,980000,31.2,4,Kingston City Council,-38.0792,145.1276
CARRUM DOWNS,8 Kieran Ct,3,h,560000,34.9,3,Frankston City Council,-38.0904,145.1819
CHADSTONE,1 Tandara Ct,4,h,1150000,11.7,4,Monash City Council,-37.8744,145.0995
CHELSEA,7 Chelbara Ct,2,h,501000,27,2,Kingston City Council,-38.0455,145.1208
CHELTENHAM,4 Courtney St,5,h,1495000,17.9,5,Bayside City Council,-37.9695,145.0593
CHELTENHAM,30 Snowdon Dr,4,h,1205000,17.9,4,Bayside City Council,-37.974,145.0818
CHELTENHAM,59 Tulip Gr,4,h,1100000,17.9,4,Bayside City Council,-37.9585,145.0479
CLAYTON,16 Eva St,4,h,1163000,16.7,4,Monash City Council,-37.9221,145.114
CLAYTON SOUTH,19 Brady Av,3,h,881000,17.5,3,Kingston City Council,-37.9414,145.1338
DANDENONG,17 Hopkins St,3,h,687000,24.7,3,Greater Dandenong City Council,-37.9746,145.2137
DANDENONG NORTH,131 Brady Rd,4,h,723000,24.7,4,Greater Dandenong City Council,-37.9553,145.224
DINGLEY VILLAGE,5 Kathrin Av,5,h,1050000,22.2,5,Kingston City Council,-37.98,145.1348
DINGLEY VILLAGE,8 Mungari St,5,h,1105000,22.2,5,Kingston City Council,-37.9785,145.1321
DOVETON,23 Matipo St,3,h,600000,28.8,3,Casey City Council,-37.993,145.2354
EDITHVALE,2 Mary Av,3,h,1000000,27,3,Kingston City Council,-38.033,145.1138
FRANKSTON,12 Olive Gr,3,h,700000,38,3,Frankston City Council,-38.1445,145.1294
FRANKSTON NORTH,20 Pine St,4,h,595000,36.9,4,Frankston City Council,-38.125,145.1423
FRANKSTON SOUTH,3 Banksia Ct,4,h,737500,38,4,Frankston City Council,-38.1729,145.1381
FRANKSTON SOUTH,8 Crestview Ct,3,h,686000,38,3,Frankston City Council,-38.1856,145.1448
FRANKSTON SOUTH,23 Tristania St,3,h,682000,38,3,Frankston City Council,-38.1659,145.1295
GLEN WAVERLEY,29 Brighton St,5,h,1670000,16.7,5,Monash City Council,-37.8738,145.1738
GLEN WAVERLEY,19 Fernhill St,3,h,2380000,16.7,3,Monash City Council,-37.8756,145.1599
GLEN WAVERLEY,538 Highbury Rd,4,h,1150000,16.7,4,Monash City Council,-37.8603,145.1537
GLEN WAVERLEY,53 Hinkler Rd,4,t,1250000,16.7,4,Monash City Council,-37.8807,145.1718
GLEN WAVERLEY,2 Louise Ct,5,h,2202000,16.7,5,Monash City Council,-37.8689,145.1546
GLEN WAVERLEY,7 Matthew St,3,h,1605000,16.7,3,Monash City Council,-37.874,145.1499
GLEN WAVERLEY,29 Pippin Av,3,h,1600000,16.7,3,Monash City Council,-37.868,145.1501
GLEN WAVERLEY,30 York St,4,h,1328800,16.7,4,Monash City Council,-37.8692,145.1766
HAMPTON,24 Gordon St,5,h,4500000,13.8,5,Bayside City Council,-37.9304,144.9973
HAMPTON,11 Hamel St,3,h,2390000,13.8,3,Bayside City Council,-37.9322,145.0044
HAMPTON,40 Littlewood St,4,h,1900000,13.8,4,Bayside City Council,-37.9352,145.0072
HAMPTON,49 Mills St,4,h,2610000,13.8,4,Bayside City Council,-37.9361,145.0078
HIGHETT,3 Barnet St,3,h,1325000,16,3,Bayside City Council,-37.9505,145.0319
HIGHETT,9 Miller St,3,h,1200000,16,3,Bayside City Council,-37.9502,145.0296
KEYSBOROUGH,2 Finchaven Av,3,h,675000,25.2,3,Greater Dandenong City Council,-37.9906,145.1838
MENTONE,7 Avoca Ct,4,h,1460000,20,4,Kingston City Council,-37.976,145.0757
ENDEAVOUR HILLS,5 Rola Cl,4,h,910000,28.5,4,Casey City Council,-37.97,145.2762
ENDEAVOUR HILLS,5 Wingate Ct,4,h,616000,28.5,4,Casey City Council,-37.9863,145.269
FRANKSTON,323 Cranbourne Rd,4,h,636000,38,4,Frankston City Council,-38.1549,145.1636
FRANKSTON,2/2 Kelman St,2,u,426000,38,2,Frankston City Council,-38.1464,145.1404
FRANKSTON NORTH,23 Plantation Av,3,h,485000,36.9,3,Frankston City Council,-38.1233,145.1434
FRANKSTON SOUTH,35 Harcourt Av,3,h,1000000,38,3,Frankston City Council,-38.1629,145.1138
FRANKSTON SOUTH,55 Sanders Rd,4,h,890000,38,4,Frankston City Council,-38.1717,145.1321
FRANKSTON SOUTH,8 The Spur,4,h,1032000,38,4,Frankston City Council,-38.1577,145.1189
GLEN WAVERLEY,23 Alimar Rd,4,h,1760000,16.7,4,Monash City Council,-37.8852,145.173
GLEN WAVERLEY,9 Alimar Rd,5,h,1863000,16.7,5,Monash City Council,-37.8842,145.1732
GLEN WAVERLEY,15 Grantley Dr,3,h,1270100,16.7,3,Monash City Council,-37.8639,145.171
GLEN WAVERLEY,22 Mount St,2,h,1801001,16.7,2,Monash City Council,-37.8819,145.1681
HAMPTON,76 Littlewood St,3,h,2000000,13.8,3,Bayside City Council,-37.9358,145.0103
HAMPTON EAST,30 Short St,3,h,1050000,13.8,3,Bayside City Council,-37.937,145.0247
HIGHETT,9 Jillian Av,4,h,1570000,16,4,Bayside City Council,-37.9478,145.0234
HIGHETT,35 Wilson St,3,h,1268000,16,3,Bayside City Council,-37.9483,145.0267
MENTONE,8 Derwent St,4,h,1125000,20,4,Kingston City Council,-37.9803,145.0804
MENTONE,23 Levanto St,2,h,780000,20,2,Kingston City Council,-37.9797,145.0751
MOORABBIN,29 Hamer St,3,h,1410000,14.3,3,Kingston City Council,-37.943,145.0457
MORDIALLOC,79 Barkly St,3,h,1480000,21.5,3,Kingston City Council,-38.0054,145.0891
MORDIALLOC,63 Chute St,3,h,1120000,21.5,3,Kingston City Council,-38.0008,145.0936
MORDIALLOC,19 Rivette St,3,h,801000,21.5,3,Kingston City Council,-37.9868,145.0959
MOUNT WAVERLEY,23 Amber Gr,3,h,1400000,14.2,3,Monash City Council,-37.8758,145.1315
MOUNT WAVERLEY,59 Mayfield Dr,4,h,980000,14.2,4,Monash City Council,-37.8882,145.1146
MULGRAVE,7 Bevis St,4,h,960000,18.8,4,Monash City Council,-37.9296,145.1618
MULGRAVE,2 Blanford Ct,4,h,978000,18.8,4,Monash City Council,-37.9237,145.1918
MULGRAVE,94 Lea Rd,3,h,960000,18.8,3,Monash City Council,-37.9288,145.1681
MULGRAVE,26 Merrill St,3,h,925000,18.8,3,Monash City Council,-37.9289,145.1701
NOBLE PARK,4 Newman Av,3,h,630000,22.7,3,Greater Dandenong City Council,-37.9804,145.18
NOTTING HILL,12B Samada St,3,t,925000,16.7,3,Monash City Council,-37.9048,145.1443
OAKLEIGH,805 Warrigal Rd,4,h,1160000,12.3,4,Monash City Council,-37.8915,145.0888
OAKLEIGH SOUTH,4 Dalwood Ct,4,h,1021000,15.5,4,Kingston City Council,-37.935,145.0974
OAKLEIGH SOUTH,10B Esper Av,3,h,1050000,15.5,3,Kingston City Council,-37.9285,145.0842
OAKLEIGH SOUTH,3 Norma Av,3,h,1080000,15.5,3,Kingston City Council,-37.9236,145.0876
PARKDALE,33 Davey St,2,h,1206000,21.5,2,Kingston City Council,-37.9962,145.0878
SPRINGVALE,72 Hillside St,3,h,738000,20.8,3,Greater Dandenong City Council,-37.9349,145.1666
SPRINGVALE SOUTH,7 Dangerfield Dr,3,h,833000,22.2,3,Greater Dandenong City Council,-37.9655,145.1513
WHEELERS HILL,4 Europa Ct,4,h,1010000,16.7,4,Monash City Council,-37.9146,145.177
ASHWOOD,54 Cassinia Av,2,h,1200000,10.2,2,Monash City Council,-37.86535,145.10726
ASHWOOD,8 Condah Ct,3,h,1183000,10.2,3,Monash City Council,-37.86971,145.11068
ASPENDALE,34 Albany Cr,3,h,1000000,21.5,3,Kingston City Council,-38.02357,145.10492
ASPENDALE,48 Iluka Av,3,h,830000,21.5,3,Kingston City Council,-38.02493,145.1101
BERWICK,34 Euroa Av,3,h,490000,35.2,3,Casey City Council,-38.01248,145.32761
BERWICK,10 Gardiner St,5,h,960000,35.2,5,Casey City Council,-38.02406,145.35148
BRIGHTON,12 Cole St,4,h,5500000,10.5,4,Bayside City Council,-37.89384,144.98711
BRIGHTON,53 Lynch Cr,3,h,2350000,10.5,3,Bayside City Council,-37.92124,144.99822
BRIGHTON,40 Whyte St,3,h,1900000,10.5,3,Bayside City Council,-37.92276,144.99957
BRIGHTON EAST,75 Baird St,4,h,3100000,10.3,4,Bayside City Council,-37.92299,145.0123
BRIGHTON EAST,60 Centre Rd,3,h,1415000,10.3,3,Bayside City Council,-37.91563,145.01415
BRIGHTON EAST,32 Clive St,2,h,1262000,10.3,2,Bayside City Council,-37.91444,145.02076
BRIGHTON EAST,9 Curzon St,3,h,1880000,10.3,3,Bayside City Council,-37.92047,145.01317
BRIGHTON EAST,152 Thomas St,2,h,950000,10.3,2,Bayside City Council,-37.90504,145.02572
BURWOOD,25 Barnes Av,4,h,1607500,10.4,4,Monash City Council,-37.85577,145.09848
CHADSTONE,21 Binalong Av,3,h,1120000,11.7,3,Monash City Council,-37.87518,145.10344
CHELTENHAM,9 Allnutt Ct,3,h,800000,17.9,3,Bayside City Council,-37.9685,145.07538
CHELTENHAM,1 Clendon Ct,3,h,950000,17.9,3,Bayside City Council,-37.95187,145.05844
CHELTENHAM,2C Gilford Gr,2,t,955000,17.9,2,Bayside City Council,-37.96273,145.04935
CHELTENHAM,33 Merton Cl,3,h,888000,17.9,3,Bayside City Council,-37.96748,145.07105
CLARINDA,17 Leonard Cl,3,h,799000,17.5,3,Kingston City Council,-37.93963,145.1054
CLARINDA,15 Merrigum Cr,3,h,766000,17.5,3,Kingston City Council,-37.93827,145.10372
CRANBOURNE WEST,13 Greenbriar Wy,3,h,517250,34.7,3,Casey City Council,-38.10646,145.26452
DINGLEY VILLAGE,4 Fairway Dr,4,h,839000,22.2,4,Kingston City Council,-37.98787,145.14077
DINGLEY VILLAGE,8 Rhoda St,3,h,952000,22.2,3,Kingston City Council,-37.98604,145.13088
ENDEAVOUR HILLS,20 Rhonda Cl,3,h,656000,28.5,3,Casey City Council,-37.96982,145.26045
FRANKSTON,5 Finisterre Ct,4,h,814250,38,4,Frankston City Council,-38.16927,145.15824
FRANKSTON,3 Frawley St,5,h,840000,38,5,Frankston City Council,-38.14774,145.14612
FRANKSTON,150 Heatherhill Rd,3,h,538000,38,3,Frankston City Council,-38.16031,145.15237
FRANKSTON,82 Lindrum Rd,4,h,560000,38,4,Frankston City Council,-38.14786,145.15436
FRANKSTON,105 Raphael Cr,3,h,636000,38,3,Frankston City Council,-38.16446,145.15503
FRANKSTON,67 Raphael Cr,3,h,672500,38,3,Frankston City Council,-38.16625,145.15266
FRANKSTON,18 Wave St,2,h,574000,38,2,Frankston City Council,-38.13262,145.13457
FRANKSTON,3 Wettenhall Rd,4,h,1036000,38,4,Frankston City Council,-38.1639,145.14506
FRANKSTON,37 Williams St,3,h,1250000,38,3,Frankston City Council,-38.15179,145.12337
FRANKSTON,14 Woodlands Gr,4,h,1150000,38,4,Frankston City Council,-38.15529,145.11953
FRANKSTON SOUTH,32 Fleetwood Cr,3,h,1200000,38,3,Frankston City Council,-38.16164,145.10777
FRANKSTON SOUTH,8 Tavistock Rd,3,h,760000,38,3,Frankston City Council,-38.16371,145.13384
GLEN WAVERLEY,9 Short St,6,h,2350000,16.7,6,Monash City Council,-37.88195,145.15995
HAMPTON,56E Beach Rd,3,t,2440000,13.8,3,Bayside City Council,-37.93982,144.9999
HAMPTON,2 Grout St,3,h,1500000,13.8,3,Bayside City Council,-37.93462,145.00807
HAMPTON,16 Kingston St,3,h,1006000,13.8,3,Bayside City Council,-37.93211,145.01375
HAMPTON EAST,25 Daff Av,4,h,1330000,13.8,4,Bayside City Council,-37.94163,145.03537
HIGHETT,25 Haynes St,3,h,1430000,16,3,Bayside City Council,-37.94938,145.03099
KEYSBOROUGH,9 Carribean Dr,3,h,715000,25.2,3,Greater Dandenong City Council,-37.99054,145.1607
KEYSBOROUGH,21 Serpentine Rd,3,h,770000,25.2,3,Greater Dandenong City Council,-37.98433,145.15347
LANGWARRIN,30 Leonard Dr,4,h,570000,41,4,Frankston City Council,-38.14025,145.2089
LANGWARRIN,20 Raneen Dr,3,h,510000,41,3,Frankston City Council,-38.1388,145.21485
MENTONE,4A Delville Av,3,t,920000,20,3,Kingston City Council,-37.98002,145.08711
MENTONE,71 Patty St,6,h,1650000,20,6,Kingston City Council,-37.97745,145.06097
MOUNT WAVERLEY,11B Avondale Gr,5,h,1856000,14.2,5,Monash City Council,-37.87335,145.12459
MOUNT WAVERLEY,3 Darbyshire Rd,3,h,1240000,14.2,3,Monash City Council,-37.85965,145.11417
MOUNT WAVERLEY,13 Dorgan St,2,h,1240000,14.2,2,Monash City Council,-37.87769,145.14362
MOUNT WAVERLEY,45 Grenfell Rd,3,h,1215000,14.2,3,Monash City Council,-37.87979,145.11822
MOUNT WAVERLEY,31 The Highway,5,h,2700000,14.2,5,Monash City Council,-37.88042,145.1314
MULGRAVE,2 Bentley Ct,3,h,867000,18.8,3,Monash City Council,-37.92554,145.17268
MULGRAVE,33 Wanda St,3,h,825000,18.8,3,Monash City Council,-37.9226,145.16512
NOBLE PARK,150 Buckley St,3,h,1025000,22.7,3,Greater Dandenong City Council,-37.97707,145.1722
OAKLEIGH SOUTH,15 Lehem Av,4,h,1000000,15.5,4,Kingston City Council,-37.92744,145.08436
PARKDALE,28 Keiller Av,5,h,1160000,21.5,5,Kingston City Council,-37.98622,145.0903
PARKDALE,1/1 White St,2,u,465000,21.5,2,Kingston City Council,-37.99794,145.08232
SEAFORD,7 Saxil Ct,3,h,635000,35.4,3,Frankston City Council,-38.10421,145.14688
WHEELERS HILL,7 Cuthbert Ct,4,h,1700000,16.7,4,Monash City Council,-37.89676,145.18246
WHEELERS HILL,11 Nelse Ct,3,h,1100000,16.7,3,Monash City Council,-37.91533,145.19444
ASHWOOD,28 Carlyle St,4,h,1360000,10.2,4,Monash City Council,-37.86138,145.09694
ASHWOOD,9 Katta Ct,3,h,1350000,10.2,3,Monash City Council,-37.8707,145.10363
ASPENDALE,65 Albany Cr,3,h,1070000,21.5,3,Kingston City Council,-38.02452,145.10695
ASPENDALE GARDENS,3 Rochelle Ct,4,h,867500,21.5,4,Kingston City Council,-38.02704,145.1291
BEAUMARIS,10A Comport St,4,t,1820000,17.3,4,Bayside City Council,-37.99246,145.03759
BEAUMARIS,132 Dalgetty Rd,4,h,1990000,17.3,4,Bayside City Council,-37.98255,145.03861
BEAUMARIS,10 Summerhill Rd,6,h,1900000,17.3,6,Bayside City Council,-37.97507,145.02737
BERWICK,84 Whistler Dr,4,h,800000,35.2,4,Casey City Council,-38.01155,145.33229
BRIGHTON,30 Cosham St,3,t,2650000,10.5,3,Bayside City Council,-37.90683,144.99208
BRIGHTON,47 Drake St,4,h,2520000,10.5,4,Bayside City Council,-37.89233,144.9925
BRIGHTON,56 Lynch Cr,3,h,2360000,10.5,3,Bayside City Council,-37.92086,144.9983
BRIGHTON,13 Orchard St,4,h,3520000,10.5,4,Bayside City Council,-37.90119,144.99559
BRIGHTON EAST,57 Glencairn Av,5,h,2375000,10.3,5,Bayside City Council,-37.92649,145.01931
BRIGHTON EAST,359 South Rd,2,h,1352000,10.3,2,Bayside City Council,-37.93183,145.02665
BRIGHTON EAST,50 Union St,4,h,1776000,10.3,4,Bayside City Council,-37.90835,145.01392
BRIGHTON EAST,211A Were St,4,h,2100000,10.3,4,Bayside City Council,-37.92637,145.00904
BURWOOD,29 Parer St,4,h,1500000,10.4,4,Monash City Council,-37.84787,145.10371
CARRUM,24 Dahmen St,3,h,850000,31.2,3,Kingston City Council,-38.07136,145.13254
CHELSEA,1 Collins Ct,3,h,911000,27,3,Kingston City Council,-38.04082,145.1249
CHELSEA HEIGHTS,34 Third Av,3,h,745500,27,3,Kingston City Council,-38.04333,145.13326
CHELSEA HEIGHTS,250 Wells Rd,4,h,686000,27,4,Kingston City Council,-38.04923,145.14209
CHELTENHAM,49 Argus St,3,h,1800000,17.9,3,Bayside City Council,-37.95867,145.06315
CHELTENHAM,106 Cavanagh St,3,h,1155500,17.9,3,Bayside City Council,-37.956,145.06696
