Suburb,Address,Rooms,Type,Price,Distance,Bedroom2,CouncilArea,Lattitude,Longtitude
MOORABBIN,6/1015 Nepean Hwy,1,u,380500,14.6,1,Kingston City Council,-37.9374,145.0388
MOORABBIN,11A Barbara St,4,h,930000,14.6,4,Kingston City Council,-37.9371,145.0578
MOORABBIN,7 Barbara St,3,h,1090000,14.6,3,Kingston City Council,-37.9368,145.0568
MOORABBIN,16 Matilda Rd,4,h,947500,14.6,4,Kingston City Council,-37.9416,145.058
MOORABBIN,163 Rowans Rd,3,h,836000,14.6,3,Kingston City Council,-37.9364,145.0559
MOORABBIN,52 Bulli St,3,h,1417250,14.6,3,Kingston City Council,-37.9418,145.0549
MOORABBIN,10 Avon St,3,h,980000,14.6,3,Kingston City Council,-37.9404,145.046
MOORABBIN,48 Matilda Rd,3,h,1110000,14.6,3,Kingston City Council,-37.9386,145.0585
MOORABBIN,38 Grandview Gr,2,h,950000,14.6,2,Kingston City Council,-37.9424,145.0464
MOORABBIN,8b William St,4,h,1140000,14.6,4,Kingston City Council,-37.9443,145.0448
MOORABBIN,1/1017 Nepean Hwy,3,t,750000,14.6,3,Kingston City Council,-37.9378,145.0385
MOORABBIN,1/4 Grandview Gr,3,u,931000,14.6,3,Kingston City Council,-37.9449,145.0459
MOORABBIN,38 Royena Rd,4,h,1000000,14.6,4,Kingston City Council,-37.9382,145.0577
MOORABBIN,2/17 Barilla Rd,2,u,655000,14.6,2,Kingston City Council,-37.9412,145.0465
MOORABBIN,83 Bulli St,4,h,1200000,14.6,4,Kingston City Council,-37.9398,145.0554
MOORABBIN,14 Avon St,3,h,987000,14.6,3,Kingston City Council,-37.9404,145.0464
MOORABBIN,15 Genoa St,3,h,937000,14.6,3,Kingston City Council,-37.9426,145.0568
MOORABBIN,5 Schofield St,4,h,1426000,14.6,4,Kingston City Council,-37.9394,145.0408
MOORABBIN,5A William St,4,h,1016000,14.6,4,Kingston City Council,-37.9443,145.0444
MOORABBIN,2b Rice St,3,t,910000,14.6,3,Kingston City Council,-37.9412,145.0491
MOORABBIN,5 Florida Ct,4,h,1385000,14.6,4,Kingston City Council,-37.9431,145.0407
MOORABBIN,2/1 Perry St,3,t,785000,14.6,3,Kingston City Council,-37.9385,145.0397
MOORABBIN,118 Rowans Rd,3,h,901000,14.6,2,Kingston City Council,-37.9435,145.0522
MOORABBIN,2 Margaret St,4,h,1300000,14.6,4,Kingston City Council,-37.9362,145.0442
MOORABBIN,1 Otford Cl,3,h,975000,14.6,2,Kingston City Council,-37.9363,145.0495
MOORABBIN,23 Franklin St,4,h,1070000,14.6,4,Kingston City Council,-37.9381,145.0534
MOORABBIN,1/17 Baker St,2,u,639000,14.6,2,Kingston City Council,-37.9355,145.0485
MOORABBIN,2/1 Barbara St,2,u,605000,14.6,2,Kingston City Council,-37.9363,145.0564
MOORABBIN,1 Rhonda Ct,3,h,960000,14.6,3,Kingston City Council,-37.9431,145.0484
MOORABBIN,13 Franklin St,3,h,725000,14.6,3,Kingston City Council,-37.939,145.0533
MOORABBIN,5 Margaret St,3,h,981000,14.6,2,Kingston City Council,-37.9361,145.0456
MOORABBIN,5 Bruthen St,3,h,975000,14.6,3,Kingston City Council,-37.9378,145.0546
MOORABBIN,10 Beilby St,3,h,800000,14.6,3,Kingston City Council,-37.9429,145.0474
MOORABBIN,56 Chapel Rd,4,h,921000,14.6,4,Kingston City Council,-37.9407,145.0482
MOORABBIN,6a Clay St,3,t,917000,14.6,3,Kingston City Council,-37.9387,145.0461
MOORABBIN,52 Royena Rd,3,h,890000,14.6,3,Kingston City Council,-37.9369,145.0578
MOORABBIN,51 Clay St,3,h,1008000,14.6,3,Kingston City Council,-37.9354,145.0464
MOORABBIN,15 Biscop Rd,2,h,1191000,14.6,2,Kingston City Council,-37.94,145.0449
MOORABBIN,15 Faye St,4,h,1130000,14.6,4,Kingston City Council,-37.9378,145.057
MOORABBIN,2/3 Fiddes St,2,h,776000,14.6,2,Kingston City Council,-37.9389,145.0467
MOORABBIN,8 Barilla Rd,4,h,1035000,14.6,3,Kingston City Council,-37.9411,145.043
MOORABBIN,77 Chapel Rd,3,h,920000,14.6,3,Kingston City Council,-37.9392,145.0481
MOORABBIN,17 Horsmunden Rd,4,h,1160000,14.6,4,Kingston City Council,-37.9395,145.0477
MOORABBIN,6 Wimmera St,3,h,825000,14.6,3,Kingston City Council,-37.9454,145.0507
MOORABBIN,24a Franklin St,3,t,800000,14.6,3,Kingston City Council,-37.9374,145.0542
MOORABBIN,1/23 Genoa St,1,u,240000,14.6,1,Kingston City Council,-37.9428,145.0584
MOORABBIN,1/1 Perry St,4,t,1105000,14.6,3,Kingston City Council,-37.9387,145.0398
MOORABBIN,6 Cooma St,2,h,1035000,14.6,2,Kingston City Council,-37.9396,145.0519
MOORABBIN,28 Grandview Gr,3,h,1321000,14.6,3,Kingston City Council,-37.9432,145.0462
MOORABBIN,3/29 Fiddes St,2,t,742500,14.6,2,Kingston City Council,-37.9369,145.0473
MOORABBIN,239 Chesterville Rd,3,h,860000,14.6,3,Kingston City Council,-37.9409,145.0602
MOORABBIN,3 Bruthen St,3,h,1175000,14.3,3,Kingston City Council,-37.9379,145.05456
MOORABBIN,2 Matilda Rd,3,h,1090500,14.3,3,Kingston City Council,-37.94274,145.05783
MOORABBIN,6 Bataba St,4,h,1289000,14.3,4,Kingston City Council,-37.93686,145.03966
MOORABBIN,1A Dactyl Rd,3,h,1401500,14.3,3,Kingston City Council,-37.94107,145.04217
MOORABBIN,10 Barilla Rd,3,t,935000,14.3,3,Kingston City Council,-37.94111,145.0431
MOORABBIN,3/13 Perry St,3,t,920000,14.3,3,Kingston City Council,-37.93793,145.04048
MOORABBIN,2 Marrbridge Rd,4,h,1188000,14.3,4,Kingston City Council,-37.94253,145.05911
MOORABBIN,2/165 Wickham Rd,3,u,828000,14.3,3,Kingston City Council,-37.94511,145.04427
MOORABBIN,110 Chapel Rd,3,h,1072000,14.3,3,Kingston City Council,-37.93557,145.04919
MOORABBIN,7 Walsh Av,3,h,1290000,14.3,3,Kingston City Council,-37.94492,145.04938
MOORABBIN,33 Franklin St,3,h,1191000,14.3,3,Kingston City Council,-37.93743,145.05354
MOORABBIN,28 Fiddes St,4,h,1380000,14.3,4,Kingston City Council,-37.93724,145.04779
MOORABBIN,28 Franklin St,3,h,1050000,14.3,3,Kingston City Council,-37.93709,145.05393
MOORABBIN,14 Grandview Gr,3,h,1305000,14.3,3,Kingston City Council,-37.94416,145.04601
MOORABBIN,20 Barilla Rd,3,h,1261000,14.3,3,Kingston City Council,-37.9412,145.0439
MOORABBIN,4 Barbara St,3,h,1200000,14.3,3,Kingston City Council,-37.9371,145.0568
MOORABBIN,31 Chapel Rd,4,h,1250000,14.3,4,Kingston City Council,-37.94342,145.0476
MOORABBIN,1020 Nepean Hwy,3,t,915000,14.3,3,Kingston City Council,-37.94298,145.04118
MOORABBIN,5 Beilby St,4,h,1050000,14.3,4,Kingston City Council,-37.94262,145.04717
MOORABBIN,3 Joan St,3,h,1100000,14.3,3,Kingston City Council,-37.94123,145.04988
MOORABBIN,16 Clay St,4,h,1337000,14.3,4,Kingston City Council,-37.938,145.04625
MOORABBIN,20b Grandview Gr,4,t,1250000,14.3,4,Kingston City Council,-37.94372,145.04611
MOORABBIN,38 Marrbridge Rd,4,h,1210000,14.3,4,Kingston City Council,-37.93923,145.05979
MOORABBIN,150 Rowans Rd,3,h,1080000,14.3,3,Kingston City Council,-37.93908,145.05532
MOORABBIN,5 Stayner Gr,3,h,1250000,14.3,3,Kingston City Council,-37.94388,145.04048
MORDIALLOC,51B Bear St,4,h,800000,21.5,4,Kingston City Council,-38.00406,145.09502
MORDIALLOC,108 Chute St,4,h,1225000,21.5,4,Kingston City Council,-37.99991,145.09417
MORDIALLOC,4/186 Beach Rd,1,u,519000,21.5,1,Kingston City Council,-38.00508,145.08189
MORDIALLOC,1/6 Krone St,4,t,1170000,21.5,4,Kingston City Council,-38.002,145.08916
MORDIALLOC,5 Epsom Rd,4,h,1350000,21.5,4,Kingston City Council,-38.00585,145.08376
MORDIALLOC,5 Hanlon Cl,4,h,1150000,21.5,4,Kingston City Council,-38.00549,145.10372
MORDIALLOC,6/9 McDonald St,2,u,470500,21.5,2,Kingston City Council,-38.00482,145.08746
MORDIALLOC,1/73 Chute St,4,h,920000,21.5,4,Kingston City Council,-37.99906,145.09386
MORDIALLOC,9 David St,2,h,1110000,21.5,2,Kingston City Council,-38.00051,145.09315
MORDIALLOC,49 Jenkins St,4,h,1400000,21.5,4,Kingston City Council,-38.00429,145.10286
MORDIALLOC,9A Montgomery St,3,t,1627000,21.5,3,Kingston City Council,-38.00644,145.08478
MORDIALLOC,8 Ashmore Av,4,h,1800000,21.5,4,Kingston City Council,-38.00119,145.08589
MORDIALLOC,6 Winterset Cl,4,h,1440000,21.5,4,Kingston City Council,-38.00477,145.10078
MORDIALLOC,3/2 Woods Av,1,u,309000,21.5,1,Kingston City Council,-38.00331,145.09425
MORDIALLOC,4/6 Crown Av,2,u,600000,21.5,2,Kingston City Council,-38.00765,145.0935
MORDIALLOC,13 Montgomery St,2,h,1300000,21.5,2,Kingston City Council,-38.00663,145.08492
MORDIALLOC,5 Reys Cl,4,h,1285000,21.5,4,Kingston City Council,-38.00394,145.1025
MORDIALLOC,46 Barkly St,4,h,1500000,21.5,4,Kingston City Council,-38.00341,145.08773
MORDIALLOC,12 Powlett St,3,h,1350000,21.5,3,Kingston City Council,-38.00269,145.08696
MORDIALLOC,2 Scarlet St,3,h,790000,21.5,3,Kingston City Council,-37.98594,145.09793
MORDIALLOC,9 Verbena St,3,h,1351000,21.5,3,Kingston City Council,-37.99322,145.0966
MORDIALLOC,9 Waratah Av,4,h,1350000,21.5,4,Kingston City Council,-37.9934,145.09534
MORDIALLOC,3 Anita Ct,3,h,850000,21.5,3,Kingston City Council,-37.9887,145.0964
MORDIALLOC,19 Rivette St,3,h,801000,21.5,3,Kingston City Council,-37.9868,145.0959
MORDIALLOC,52 Scarlet St,5,h,1300000,21.5,5,Kingston City Council,-37.98903,145.09622
MOUNT WAVERLEY,12 Holskamp St,3,h,1205000,14.2,3,Monash City Council,-37.87389,145.12783
MOUNT WAVERLEY,3 Huxtable St,4,h,1720000,14.2,4,Monash City Council,-37.86989,145.1434
MOUNT WAVERLEY,26 Malcolm Ct,5,h,1600000,14.2,5,Monash City Council,-37.8778,145.11236
MOUNT WAVERLEY,11 Maureen St,3,h,944000,14.2,3,Monash City Council,-37.86071,145.1278
MOUNT WAVERLEY,2 Merton Cl,3,h,1385000,14.2,3,Monash City Council,-37.86618,145.14757
MOUNT WAVERLEY,24 Sunnyside Rd,3,h,2000000,14.2,3,Monash City Council,-37.89757,145.11825
MOUNT WAVERLEY,1/577 High Street Rd,2,u,720000,14.2,2,Monash City Council,-37.87135,145.14334
MOUNT WAVERLEY,3/593 High Street Rd,2,u,572000,14.2,2,Monash City Council,-37.87142,145.14503
MOUNT WAVERLEY,7 Milliara St,3,h,1640000,14.2,3,Monash City Council,-37.86906,145.14394
MOUNT WAVERLEY,2/36 Swayfield Rd,3,t,1011000,14.2,3,Monash City Council,-37.8605,145.12853
MOUNT WAVERLEY,309 Waverley Rd,5,h,1450000,14.2,5,Monash City Council,-37.88409,145.12369
MOUNT WAVERLEY,23 Baily St,3,h,1530000,14.2,3,Monash City Council,-37.86838,145.14664
MOUNT WAVERLEY,25 Carrol Gr,4,h,1352000,14.2,4,Monash City Council,-37.89187,145.11049
MOUNT WAVERLEY,57 Cratloe Rd,3,h,1360000,14.2,3,Monash City Council,-37.8622,145.12563
MOUNT WAVERLEY,18 Malcolm Ct,3,h,1530000,14.2,3,Monash City Council,-37.87718,145.11248
MOUNT WAVERLEY,85 Waimarie Dr,4,h,1728000,14.2,4,Monash City Council,-37.87833,145.13731
MOUNT WAVERLEY,5 Armstrong St,3,h,1200000,14.2,3,Monash City Council,-37.86788,145.12121
MOUNT WAVERLEY,13 Baily St,4,h,1387000,14.2,4,Monash City Council,-37.86827,145.1452
MOUNT WAVERLEY,3/20 Briggs St,4,t,970000,14.2,4,Monash City Council,-37.89456,145.11388
MOUNT WAVERLEY,2/40 Carrol Gr,3,u,870000,14.2,3,Monash City Council,-37.89251,145.11121
MOUNT WAVERLEY,30 Howell Dr,3,h,1250000,14.2,3,Monash City Council,-37.88849,145.12795
MOUNT WAVERLEY,2/4 Clovelly Ct,4,t,1250800,14.2,4,Monash City Council,-37.86463,145.14284
MOUNT WAVERLEY,14 Gloucester St,4,h,1327000,14.2,4,Monash City Council,-37.85896,145.11484
MOUNT WAVERLEY,1/2 Gwynne St,2,u,670000,14.2,2,Monash City Council,-37.87128,145.13051
MOUNT WAVERLEY,3 Rowan Ct,3,h,1615000,14.2,3,Monash City Council,-37.88569,145.1438
MOUNT WAVERLEY,14 Wadham Pde,4,h,1400000,14.2,4,Monash City Council,-37.87118,145.12478
MOUNT WAVERLEY,4/1 Winbourne Rd,2,u,620000,14.2,2,Monash City Council,-37.87677,145.11961
MOUNT WAVERLEY,1 Kingswood Av,3,h,1150000,14.2,3,Monash City Council,-37.89469,145.12363
MOUNT WAVERLEY,2/9 Mummery St,3,t,1375000,14.2,3,Monash City Council,-37.87904,145.12911
MOUNT WAVERLEY,45 Oakern St,3,h,850000,14.2,3,Monash City Council,-37.88598,145.1229
MOUNT WAVERLEY,15 Virginia St,3,h,1850000,14.2,3,Monash City Council,-37.87754,145.12076
MOUNT WAVERLEY,1/37 Bennett Av,3,t,900000,14.2,3,Monash City Council,-37.85991,145.14523
MOUNT WAVERLEY,1/21 Herbert St,2,u,730000,14.2,2,Monash City Council,-37.86528,145.11775
MOUNT WAVERLEY,44 William St,5,h,2558000,14.2,5,Monash City Council,-37.88007,145.12328
MOUNT WAVERLEY,5 Charlton St,3,h,1800000,14.2,3,Monash City Council,-37.88256,145.12518
MOUNT WAVERLEY,3 Kunzea Ct,3,h,1700000,14.2,3,Monash City Council,-37.87662,145.13153
MOUNT WAVERLEY,46 Sesame St,5,h,2248000,14.2,5,Monash City Council,-37.86582,145.14824
MOUNT WAVERLEY,2 Viewbank Rd,3,h,1260000,14.2,3,Monash City Council,-37.8958,145.11969
MOUNT WAVERLEY,1 Therese Av,3,h,1267000,14.2,3,Monash City Council,-37.89289,145.11501
MOUNT WAVERLEY,4/254 Waverley Rd,2,u,611000,14.2,2,Monash City Council,-37.8837,145.11526
MOUNT WAVERLEY,4 William St,4,h,1750000,14.2,4,Monash City Council,-37.88043,145.13062
MOUNT WAVERLEY,37 Waimarie Dr,3,h,1635000,14.2,3,Monash City Council,-37.87735,145.13357
MOUNT WAVERLEY,16 Walker Rd,3,h,1406000,14.2,3,Monash City Council,-37.86198,145.139
MOUNT WAVERLEY,3 Wortley Av,4,h,1640000,14.2,4,Monash City Council,-37.85858,145.12053
MOUNT WAVERLEY,12 Beverley Gr,3,h,1800000,14.2,3,Monash City Council,-37.87834,145.12131
MOUNT WAVERLEY,37 Illuka Cr,5,h,2420000,14.2,5,Monash City Council,-37.8875,145.14467
MOUNT WAVERLEY,15 Lynden Gr,4,h,1335000,14.2,4,Monash City Council,-37.86118,145.11506
MOUNT WAVERLEY,11 Pamela St,3,h,1451000,14.2,3,Monash City Council,-37.88494,145.11951
MOUNT WAVERLEY,37 Pascall St,4,h,1480000,14.2,4,Monash City Council,-37.86127,145.14271
MOUNT WAVERLEY,7 Huntingtower Cr,4,h,1750000,14.2,4,Monash City Council,-37.87655,145.1401
MOUNT WAVERLEY,10 Rhonda St,4,h,1340000,14.2,4,Monash City Council,-37.88859,145.13335
MOUNT WAVERLEY,2 Ormiston St,4,h,1400000,14.2,4,Monash City Council,-37.86301,145.14145
MOUNT WAVERLEY,34 Park La,3,h,1586000,14.2,3,Monash City Council,-37.88061,145.12449
MOUNT WAVERLEY,8 Susan Ct,4,h,1408000,14.2,4,Monash City Council,-37.86445,145.12538
MOUNT WAVERLEY,15 Anthony Dr,3,h,1028800,14.2,3,Monash City Council,-37.88751,145.13545
MOUNT WAVERLEY,17 Huntingtower Cr,6,h,1840000,14.2,6,Monash City Council,-37.87591,145.13958
MOUNT WAVERLEY,2/392 Stephensons Rd,3,t,1035000,14.2,3,Monash City Council,-37.88678,145.12748
MOUNT WAVERLEY,41 Hillview Av,3,h,1400000,14.2,3,Monash City Council,-37.87841,145.11073
MOUNT WAVERLEY,11 Rosaline Av,3,h,1470000,14.2,3,Monash City Council,-37.87148,145.12866
MOUNT WAVERLEY,72 Albert St,4,h,1775000,14.2,4,Monash City Council,-37.88457,145.13436
MOUNT WAVERLEY,2 Curtis Av,3,h,950000,14.2,3,Monash City Council,-37.88925,145.1132
MOUNT WAVERLEY,15 Kay St,4,h,1650000,14.2,4,Monash City Council,-37.86003,145.13038
MOUNT WAVERLEY,24 Princetown Rd,5,h,2820000,14.2,5,Monash City Council,-37.8814,145.12711
MOUNT WAVERLEY,378 Waverley Rd,3,h,1375000,14.2,3,Monash City Council,-37.88494,145.12807
MOUNT WAVERLEY,364 Highbury Rd,5,h,2105000,14.2,5,Monash City Council,-37.85818,145.13546
MOUNT WAVERLEY,14 Wingate Av,1,h,1820000,14.2,1,Monash City Council,-37.8809,145.1436
MOUNT WAVERLEY,3 Nigretta Ct,4,h,1510000,14.2,4,Monash City Council,-37.8743,145.1395
MOUNT WAVERLEY,468 Waverley Rd,5,h,1300000,14.2,5,Monash City Council,-37.8861,145.1379
MOUNT WAVERLEY,23 Amber Gr,3,h,1400000,14.2,3,Monash City Council,-37.8758,145.1315
MOUNT WAVERLEY,59 Mayfield Dr,4,h,980000,14.2,4,Monash City Council,-37.8882,145.1146
MOUNT WAVERLEY,26 Headingley Rd,3,h,1100000,14.2,3,Monash City Council,-37.86393,145.1367
MOUNT WAVERLEY,10 Katandra Ct,4,h,1560000,14.2,4,Monash City Council,-37.88562,145.14199
MOUNT WAVERLEY,386 Stephensons Rd,4,h,1250000,14.2,4,Monash City Council,-37.88578,145.12735
MOUNT WAVERLEY,58 Carrol Gr,3,h,1050000,14.2,3,Monash City Council,-37.89179,145.11339
MOUNT WAVERLEY,26 Headingley Rd,3,h,1330000,14.2,3,Monash City Council,-37.86393,145.1367
MOUNT WAVERLEY,21 Roland St,4,h,940000,14.2,4,Monash City Council,-37.86032,145.11546
MOUNT WAVERLEY,20 Wadham Pde,4,h,1530000,14.2,4,Monash City Council,-37.87164,145.12466
MOUNT WAVERLEY,56 Alice St,4,h,1378000,14.2,4,Monash City Council,-37.8677,145.12696
MOUNT WAVERLEY,69 Bruce St,5,h,855000,14.2,5,Monash City Council,-37.88492,145.13459
MOUNT WAVERLEY,49 Carrol Gr,4,h,1092000,14.2,4,Monash City Council,-37.89139,145.11456
MOUNT WAVERLEY,11 Mummery St,4,h,1705000,14.2,4,Monash City Council,-37.87923,145.12935
MOUNT WAVERLEY,27 Solomon St,3,h,1000000,14.2,3,Monash City Council,-37.88811,145.11153
MOUNT WAVERLEY,40 Sunhill Rd,3,h,1400000,14.2,3,Monash City Council,-37.86824,145.128
MOUNT WAVERLEY,68 Wilga St,4,h,1500000,14.2,4,Monash City Council,-37.89003,145.13272
MOUNT WAVERLEY,49 Bruce St,5,h,1760000,14.2,5,Monash City Council,-37.88192,145.13394
MOUNT WAVERLEY,4 Lemon Gr,5,h,1430000,14.2,5,Monash City Council,-37.88578,145.14498
MOUNT WAVERLEY,26 Princetown Rd,4,h,1870000,14.2,4,Monash City Council,-37.88143,145.12731
MOUNT WAVERLEY,9 Quaintance St,4,h,1450000,14.2,4,Monash City Council,-37.8655,145.12065
MULGRAVE,2 Barclay Ct,3,h,880000,18.8,3,Monash City Council,-37.92266,145.16733
MULGRAVE,10 Adela Ct,4,h,2000000,18.8,4,Monash City Council,-37.9319,145.20164
MULGRAVE,2 Emily Ct,3,h,901000,18.8,3,Monash City Council,-37.93105,145.16962
MULGRAVE,13 Excelsior Cct,3,h,757500,18.8,3,Monash City Council,-37.93226,145.19097
MULGRAVE,13 Merrill St,3,h,757000,18.8,3,Monash City Council,-37.92773,145.16984
MULGRAVE,18 Vincent St,4,h,902000,18.8,4,Monash City Council,-37.93058,145.16308
MULGRAVE,73 Lea Rd,3,h,865000,18.8,3,Monash City Council,-37.92769,145.16792
MULGRAVE,16 Morawa Dr,3,h,800000,18.8,3,Monash City Council,-37.92783,145.19685
MULGRAVE,3 Catesby Cl,5,h,1016000,18.8,5,Monash City Council,-37.93706,145.21124
MULGRAVE,1 Sutherland Ct,4,h,992000,18.8,4,Monash City Council,-37.91375,145.16438
MULGRAVE,95 Wanda St,4,h,1001000,18.8,4,Monash City Council,-37.92862,145.16664
MULGRAVE,27 Glencairn St,5,h,960000,18.8,5,Monash City Council,-37.9298,145.16524
MULGRAVE,2 Kinkora Ct,3,h,755000,18.8,3,Monash City Council,-37.92285,145.18549
MULGRAVE,25 Morawa Dr,3,h,862000,18.8,3,Monash City Council,-37.92829,145.19647
MULGRAVE,75 Wattle Gr,3,h,815500,18.8,3,Monash City Council,-37.93228,145.15827
MULGRAVE,35 Bevis St,3,h,9000000,18.8,3,Monash City Council,-37.93168,145.16126
MULGRAVE,5 Grainger Ct,3,h,1001000,18.8,3,Monash City Council,-37.9128,145.16152
MULGRAVE,7 Tottenham Gr,4,h,1030000,18.8,4,Monash City Council,-37.92299,145.19156
MULGRAVE,3 Doull Ct,3,t,650000,18.8,3,Monash City Council,-37.93211,145.18955
MULGRAVE,63 Haverbrack Dr,4,h,1105000,18.8,4,Monash City Council,-37.92979,145.2036
MULGRAVE,6 Caper Ct,3,h,888000,18.8,3,Monash City Council,-37.92509,145.16754
MULGRAVE,76 Hansworth St,3,h,850000,18.8,3,Monash City Council,-37.93134,145.17584
MULGRAVE,12 Orion Ct,3,h,912000,18.8,3,Monash City Council,-37.9213,145.16366
MULGRAVE,1 Sneddon Ct,4,h,1100000,18.8,4,Monash City Council,-37.9265,145.19758
MULGRAVE,12 Brookland Ct,4,h,1080000,18.8,4,Monash City Council,-37.93173,145.19475
MULGRAVE,9 Caledonia Cr,3,h,1105000,18.8,3,Monash City Council,-37.93041,145.16024
MULGRAVE,5 Lola St,5,h,880000,18.8,5,Monash City Council,-37.92914,145.17372
MULGRAVE,25 Rupert Dr,3,h,840000,18.8,3,Monash City Council,-37.93271,145.17792
MULGRAVE,2229 Dandenong Rd,3,h,940000,18.8,3,Monash City Council,-37.92811,145.14971
MULGRAVE,48 Carson St,4,h,1111000,18.8,4,Monash City Council,-37.92933,145.16573
MULGRAVE,2 Kensington Ct,4,h,1000000,18.8,4,Monash City Council,-37.9256,145.16459
MULGRAVE,75 Wanda St,3,h,860000,18.8,3,Monash City Council,-37.92608,145.16715
MULGRAVE,10 Derby Pl,4,h,1375000,18.8,4,Monash City Council,-37.9257,145.1943
MULGRAVE,94 Lea Rd,3,h,960000,18.8,3,Monash City Council,-37.9288,145.1681
MULGRAVE,26 Merrill St,3,h,925000,18.8,3,Monash City Council,-37.9289,145.1701
MULGRAVE,2 Bentley Ct,3,h,867000,18.8,3,Monash City Council,-37.92554,145.17268
MULGRAVE,33 Wanda St,3,h,825000,18.8,3,Monash City Council,-37.9226,145.16512
MULGRAVE,8 Redfern Cr,4,h,790000,18.8,4,Monash City Council,-37.9263,145.16413
MULGRAVE,1 Bentley Ct,4,h,880000,18.8,4,Monash City Council,-37.92569,145.17261
MULGRAVE,29 Shaftsbury Dr,3,h,828000,18.8,3,Monash City Council,-37.92096,145.16791
MULGRAVE,19 Suemar St,3,h,842000,18.8,3,Monash City Council,-37.93144,145.16955
MULGRAVE,33 Merrill St,3,h,1280000,18.8,3,Monash City Council,-37.92854,145.17049
MULGRAVE,51 Tiverton Dr,3,h,880000,18.8,3,Monash City Council,-37.92632,145.17978
MULGRAVE,13 Anora Cr,4,h,845000,18.8,4,Monash City Council,-37.92092,145.17123
MULGRAVE,132 Hansworth St,4,h,1080000,18.8,4,Monash City Council,-37.93121,145.18287
MULGRAVE,8 Lola St,4,h,825000,18.8,4,Monash City Council,-37.92933,145.17404
MULGRAVE,396 Wellington Rd,3,h,826396,18.8,3,Monash City Council,-37.91993,145.16603
MULGRAVE,6 Murdoch Av,3,h,960000,18.8,3,Monash City Council,-37.91449,145.16173
MULGRAVE,38 Brunton Cr,3,h,760000,18.8,3,Monash City Council,-37.93318,145.19097
MULGRAVE,19 Ling Ct,4,h,1019500,18.8,4,Monash City Council,-37.93712,145.20447
MULGRAVE,4 Locarno Ct,5,h,1130000,18.8,5,Monash City Council,-37.93459,145.18694
NARRE WARREN,29 Bradley Tce,3,h,650000,34.1,3,Casey City Council,-38.03147,145.31126
NARRE WARREN,29 Hanley St,3,h,655000,34.1,3,Casey City Council,-38.02938,145.31876
NARRE WARREN,6 Saxonwood Dr,3,h,597500,34.1,3,Casey City Council,-38.0312,145.30703
NARRE WARREN,6 Forsyth Ct,4,h,655000,34.1,4,Casey City Council,-38.01706,145.29076
NARRE WARREN,25 Franleigh Dr,3,h,620000,34.1,3,Casey City Council,-38.00908,145.30264
NARRE WARREN,2 Ireland Av,3,h,605000,34.1,3,Casey City Council,-38.037,145.30862
NARRE WARREN,12 Emily Dr,4,h,792500,34.1,4,Casey City Council,-38.00626,145.29079
NARRE WARREN,15 Heyfield Ct,3,h,652000,34.1,3,Casey City Council,-37.99859,145.29461
NARRE WARREN,4 Manhattan Mw,3,t,495000,34.1,3,Casey City Council,-38.0079,145.32165
NOBLE PARK,18 Arnold St,3,h,635000,22.7,3,Greater Dandenong City Council,-37.97267,145.18262
NOBLE PARK,21 Conley St,3,h,660000,22.7,3,Greater Dandenong City Council,-37.98298,145.17932
NOBLE PARK,26 Forster St,3,h,730000,22.7,3,Greater Dandenong City Council,-37.96015,145.16618
NOBLE PARK,6 Helen Ct,3,h,676000,22.7,3,Greater Dandenong City Council,-37.96968,145.16832
NOBLE PARK,13 Mather Rd,4,h,805000,22.7,4,Greater Dandenong City Council,-37.97412,145.18022
NOBLE PARK,25 Moodemere St,3,h,802000,22.7,3,Greater Dandenong City Council,-37.97712,145.17516
NOBLE PARK,200 Railway Pde,3,h,650000,22.7,3,Greater Dandenong City Council,-37.97593,145.18931
NOBLE PARK,46 Jacana St,4,h,650000,22.7,4,Greater Dandenong City Council,-37.97918,145.18825
NOBLE PARK,14 Mons Pde,3,h,752000,22.7,3,Greater Dandenong City Council,-37.96814,145.17888
NOBLE PARK,2/21 Marna Ct,2,u,445000,22.7,2,Greater Dandenong City Council,-37.96903,145.18999
NOBLE PARK,371 Princes Hwy,3,h,650000,22.7,3,Greater Dandenong City Council,-37.96318,145.18962
NOBLE PARK,38 Dunblane Rd,3,h,695000,22.7,3,Greater Dandenong City Council,-37.962,145.18035
NOBLE PARK,17 Bowmore Rd,3,h,725000,22.7,3,Greater Dandenong City Council,-37.95982,145.17612
NOBLE PARK,55 Gatcum Ct,3,h,790000,22.7,3,Greater Dandenong City Council,-37.96437,145.18405
NOBLE PARK,5 Blaby St,3,h,627500,22.7,3,Greater Dandenong City Council,-37.969,145.18226
NOBLE PARK,10 Rex Ct,3,h,753000,22.7,3,Greater Dandenong City Council,-37.9761,145.1743
NOBLE PARK,4 Newman Av,3,h,630000,22.7,3,Greater Dandenong City Council,-37.9804,145.18
NOBLE PARK,150 Buckley St,3,h,1025000,22.7,3,Greater Dandenong City Council,-37.97707,145.1722
NOBLE PARK,8 Holmes St,3,h,700000,22.7,3,Greater Dandenong City Council,-37.97313,145.18995
NOBLE PARK,24 Holmes St,4,h,920000,22.7,4,Greater Dandenong City Council,-37.97231,145.18881
NOBLE PARK,14 Kleine St,3,h,680000,22.7,3,Greater Dandenong City Council,-37.97064,145.16896
NOBLE PARK,1281 Heatherton Rd,3,h,742500,22.7,3,Greater Dandenong City Council,-37.9666,145.1882
